isim;adres;latitude;longitude;google_maps_link
Starbucks;"Fener; Eski; Lara Cd. No:24; 07230 Muratpaşa/Antalya; Türkiye";'36.8478102;'30.7613764;"https://www.google.com/maps?q=36.8478102;30.7613764"
Starbucks;"Tahilpazari; Markantalya; Kazim Özalp Cd. No: 88 Kat: Zemin Daire: 48; 07040 Muratpaşa/Antalya; Türkiye";'36.89277750000000;'30.703333;"https://www.google.com/maps?q=36.89277750000001;30.703333"
Starbucks;"Kilinçarslan; Atatürk Cd. No:52; 07100 Muratpaşa/Antalya; Türkiye";'36.8828169;'30.7088775;"https://www.google.com/maps?q=36.8828169;30.7088775"
Starbucks;"Liman Mah; Akdeniz Bulv 8. Sok No:18 D Blok; 07130 Konyaalti/Antalya; Türkiye";'36.89058199999990;'30.7021888;"https://www.google.com/maps?q=36.89058199999999;30.7021888"
Starbucks;"Arapsuyu Mahallesi; Kent Meydani; Akdeniz Blv. No:176; 07070 Konyaalti/Antalya; Türkiye";'36.8620041;'30.637598;"https://www.google.com/maps?q=36.8620041;30.637598"
Starbucks;"Caybaşi; Antalya Dogu Garaji Kültür ve Ticaret Merkezi; Ali Cetinkaya Cd. No: 77 Kat: Zemin; 07100 Muratpaşa/Antalya; Türkiye";'36.8883757;'30.7123323;"https://www.google.com/maps?q=36.8883757;30.7123323"
Starbucks;"Meltem; Ticari Blok; Akdeniz Blv. No: 10 Daire: 27; 07030 Muratpaşa/Antalya; Türkiye";'36.8813091;'30.6693853;"https://www.google.com/maps?q=36.8813091;30.6693853"
Starbucks;"Akkuyu Mah. Anadolu Cad. No: 154/AF/AG; AH Daire: 127/A 128/A -129; 07070 Konyaalti/Antalya; Türkiye";'36.8894576;'30.6384812;"https://www.google.com/maps?q=36.8894576;30.6384812"
Starbucks;"Altinkum Mah. Akdeniz Bulv. No:164/F Sunisblue Residans Sit; B Blok; 07070 Konyaalti/Antalya; Türkiye";'36.8640516;'30.6408822;"https://www.google.com/maps?q=36.8640516;30.6408822"
Starbucks;"Yeşilköy; 07230 Muratpaşa/Antalya; Türkiye";'36.8986986;'30.8014372;"https://www.google.com/maps?q=36.8986986;30.8014372"
Starbucks;"Tarim; Aspendos Blv. Bagimsiz Bölüm ""No: 76 Daire: 5/A; 07230 Muratpaşa/Antalya; Türkiye";'36.8888957;'30.7416199;"https://www.google.com/maps?q=36.8888957;30.7416199"
Starbucks;"Gürsu; Casaba - apartment complex; 355. Sk. N Blok No: 15NL; 07070 Konyaalti/Antalya; Türkiye";'36.8648313;'30.62365599999990;"https://www.google.com/maps?q=36.8648313;30.62365599999999"
Starbucks;"Şirinyali; İsmet Gökşen Cd. No:10/A; 07230 Muratpaşa/Antalya; Türkiye";'36.863889;'30.7286696;"https://www.google.com/maps?q=36.863889;30.7286696"
Starbucks;"Fabrikalar; ErastaPark; Dumlupinar Blv. No:49 K:1; 07090 Kepez/Antalya; Türkiye";'36.9074013;'30.6642298;"https://www.google.com/maps?q=36.9074013;30.6642298"
Starbucks;"Altinova Sinan; Deepo AVM; 07170 Kepez/Antalya; Türkiye";'36.92031060000000;'30.7857939;"https://www.google.com/maps?q=36.92031060000001;30.7857939"
Starbucks;"Fener; Tekelioglu Cd. Shemall Alişveriş Merkezi No:3; 07230 Muratpaşa/Antalya; Türkiye";'36.8566551;'30.7466113;"https://www.google.com/maps?q=36.8566551;30.7466113"
Starbucks;"Arapsuyu Atatürk Bulvari No:10 D:C63; C64; 07070 Konyaalti/Antalya; Türkiye";'36.88272790000000;'30.6596442;"https://www.google.com/maps?q=36.88272790000001;30.6596442"
Starbucks;"Fener; TerraCity; Tekelioglu Cd. No:55 K:1; 07230 Muratpaşa/Antalya; Türkiye";'36.8527117;'30.7562228;"https://www.google.com/maps?q=36.8527117;30.7562228"
Starbucks;"Bekirevler mahallesi 1.Küme evleri no:44; 07320 Manavgat/Antalya; Türkiye";'36.8923077;'31.236324;"https://www.google.com/maps?q=36.8923077;31.236324"
Starbucks;"Fabrikalar Mah. Fikri Erten Cad. No:2 ÖzdilekPark; 07090 Kepez/Antalya; Türkiye";'36.9101339;'30.6779727;"https://www.google.com/maps?q=36.9101339;30.6779727"
Starbucks;"Girne; Anadolu Blv. No:3/A; 09100 Efeler/Aydin; Türkiye";'37.850347;'27.820181;"https://www.google.com/maps?q=37.850347;27.820181"
Starbucks;"Orta Mah. Müze Bulv. No:1 K:Zemin; Forum Aydin; 09540 Karpuzlu/Aydin; Türkiye";'37.8465332;'27.8611866;"https://www.google.com/maps?q=37.8465332;27.8611866"
Starbucks;"Gaziosmanpaşa; Burda AVM; 13-334 Sok No:4 10; 10100 Altieylül/Balikesir; Türkiye";'39.6135919;'27.8934804;"https://www.google.com/maps?q=39.6135919;27.8934804"
Starbucks;"İbirler; Sok; 46999. Cad No:75; 10010 Karesi/Balikesir; Türkiye";'39.7581203;'27.9613746;"https://www.google.com/maps?q=39.7581203;27.9613746"
Starbucks;"Haci İlbey; Anafartalar Cd. No: 48/1; 10100 Altieylül/Balikesir; Türkiye";'39.6458956;'27.8794925;"https://www.google.com/maps?q=39.6458956;27.8794925"
Starbucks;"İbirler; 4699. Cad; 10010 Karesi/Balikesir; Türkiye";'39.7561953;'27.9616486;"https://www.google.com/maps?q=39.7561953;27.9616486"
Starbucks;"Paşa Alani; A. Gaffar Okan Cad No: 24/K; 10020 Karesi/Balikesir; Türkiye";'39.6600191;'27.9074758;"https://www.google.com/maps?q=39.6600191;27.9074758"
Starbucks;"Kirtepe; Eski Bartin Otogari; 74100 Bartin Merkez/Bartin; Türkiye";'41.6375118;'32.3343941;"https://www.google.com/maps?q=41.6375118;32.3343941"
Starbucks;"Petrol City AVM; Gültepe Mah. Semt Yeni Cag Cad. Aydin Güney Sok. No:24/A; Kat: Zemin Daire: 51/52; 72070 Batman Merkez/Batman; Türkiye";'37.9200132;'41.1365404;"https://www.google.com/maps?q=37.9200132;41.1365404"
Starbucks;"19 Mayis Mah. Atatürk Cad. No:68 K:Zemin; Fulya Engin İş Merkezi; 34736 Kadiköy/İstanbul; Türkiye";'40.9808205;'29.0893532;"https://www.google.com/maps?q=40.9808205;29.0893532"
Starbucks;"Kozyatagi; Şemsettin Günaltay Cd. No:96/5; 34742 Kadiköy/İstanbul; Türkiye";'40.9657888;'29.08789429999990;"https://www.google.com/maps?q=40.9657888;29.08789429999999"
Starbucks;"İçerenköy; Kayişdagi Cd. No:32; 34752 Ataşehir/İstanbul; Türkiye";'40.978447;'29.1102595;"https://www.google.com/maps?q=40.978447;29.1102595"
Starbucks;"Suadiye; Bagdat Cad. Ali Bor Apt No:433/A; 34740 Kadiköy/İstanbul; Türkiye";'40.960057;'29.0818588;"https://www.google.com/maps?q=40.960057;29.0818588"
Starbucks;"Caddebostan; Noter Sk. No:18; 34728 Kadiköy/İstanbul; Türkiye";'40.963961;'29.075057;"https://www.google.com/maps?q=40.963961;29.075057"
Starbucks;"Bostanci; Yazmaci Tahir Sk. 59/A; 34840 Kadiköy/İstanbul; Türkiye";'40.9529419;'29.0948858;"https://www.google.com/maps?q=40.9529419;29.0948858"
Starbucks;"Caferaga; Muvakkithane Cd. No:9; 34710 Kadiköy/İstanbul; Türkiye";'40.9903597;'29.0237876;"https://www.google.com/maps?q=40.9903597;29.0237876"
Starbucks;"Caddebostan; Hüseyin Ayaz Apt; Caddebostan İskele Sk. No:22 B Blok; 34728 Kadiköy/İstanbul; Türkiye";'40.9651178;'29.0661449;"https://www.google.com/maps?q=40.9651178;29.0661449"
Starbucks;"Alemdar; Divan Yolu Cd. No:68/B; 34110 Fatih/İstanbul; Türkiye";'41.00833189999990;'28.973833;"https://www.google.com/maps?q=41.00833189999999;28.973833"
Starbucks;"Göztepe; Alemdar Apt; Bagdat Cad. No:237; 34730 Kadiköy/İstanbul; Türkiye";'40.9731419;'29.0570546;"https://www.google.com/maps?q=40.9731419;29.0570546"
Starbucks;"Harbiye; Harbiye Mah. Cumhuriyet Cad. No:34 K:Zemin; Dag Apt; 34367 Şişli/İstanbul; Türkiye";'41.04204379999990;'28.9871121;"https://www.google.com/maps?q=41.04204379999999;28.9871121"
Starbucks;"Feneryolu Mahallesi Fahrettin Kerim Gökay Cad; Gazi Muhtarpaşa Sokagi No:; 34724 Kadiköy; Türkiye";'40.9844683;'29.0530979;"https://www.google.com/maps?q=40.9844683;29.0530979"
Starbucks;"Fenerbahçe; Haci Mehmet Efendi Sk. No:23; 34726 Kadiköy/İstanbul; Türkiye";'40.97395179999990;'29.0486292;"https://www.google.com/maps?q=40.97395179999999;29.0486292"
Starbucks;"Emin Sinan; Yeniçeriler Cd. No:21/A; 34126 Fatih/İstanbul; Türkiye";'41.008583;'28.9693782;"https://www.google.com/maps?q=41.008583;28.9693782"
Starbucks;"Kültür; Turgut Özal Blv. Batman Park AVM No: 91 Kat: Zemin Daire: 1; 72060 Batman Merkez/Batman; Türkiye";'37.9039907;'41.1312535;"https://www.google.com/maps?q=37.9039907;41.1312535"
Starbucks;"Carşi; Bursa Eskişehir Yolu; 11300 Bozüyük/Bilecik; Türkiye";'39.9167634;'30.0139789;"https://www.google.com/maps?q=39.9167634;30.0139789"
Starbucks;"Carşi; Malhatun Cad Bozüyük Sarar Outlet Alişveriş Merkezi No: 251; 11300 Bozüyük/Bilecik; Türkiye";'39.915987;'30.015992;"https://www.google.com/maps?q=39.915987;30.015992"
Starbucks;"çörekli mezrasi no:9; 12000 Cevreli/Adakli/Bingöl; Türkiye";'39.3190073;'40.68507839999990;"https://www.google.com/maps?q=39.3190073;40.68507839999999"
Starbucks;"Taş; 913. Sk. No:3; 13000; 13000 Bitlis Merkez/Bitlis; Türkiye";'38.4075823;'42.1082741;"https://www.google.com/maps?q=38.4075823;42.1082741"
Starbucks;"Borazanlar; 409. Sk.; 14100 no:Bolu Merkez/Bolu; Türkiye";'40.7341559;'31.5874596;"https://www.google.com/maps?q=40.7341559;31.5874596"
Starbucks;"Kükürtlü; Kükürtlü Cd. Hande Apt No:63/E-D; 16200 OsmangaziÌ‡/Bursa; Türkiye";'40.2028293;'29.0319484;"https://www.google.com/maps?q=40.2028293;29.0319484"
Starbucks;"Şehreküstü; Cemal Nadir Cd. Zafer Plaza Alişveriş ve Yaşam Merkezi No:22-28 K:1; 16050 OsmangaziÌ‡/Bursa; Türkiye";'40.1876029;'29.05951769999990;"https://www.google.com/maps?q=40.1876029;29.05951769999999"
Starbucks;"İhsaniye; Fatih Sultan Mehmet Blv. No:58/A-B; 16130 NiÌ‡lüfer/Bursa; Türkiye";'40.2238959;'28.9789358;"https://www.google.com/maps?q=40.2238959;28.9789358"
Starbucks;"Odunluk; Odunluk Mah. Mihrapli Cad. No:6/A K:Zemin; 16110 NiÌ‡lüfer/Bursa; Türkiye";'40.2078768;'28.9956146;"https://www.google.com/maps?q=40.2078768;28.9956146"
Starbucks;"Cumhuriyet; Podyum Park Eglence ve Yaşam Merkezi; Nilüfer Hatun Cd. No:114; 16140 NiÌ‡lüfer/Bursa; Türkiye";'40.2254121;'28.96819069999990;"https://www.google.com/maps?q=40.2254121;28.96819069999999"
Starbucks;"Dereçavuşköy; 4. Dilek Sk. No:67; 16190 OsmangaziÌ‡/Bursa; Türkiye";'40.281757;'28.995982;"https://www.google.com/maps?q=40.281757;28.995982"
Starbucks;"Altinova; İstanbul Cd 410 A D:1; 16250 OsmangaziÌ‡/Bursa; Türkiye";'40.2270575;'29.0628069;"https://www.google.com/maps?q=40.2270575;29.0628069"
Starbucks;"Yüzüncüyil; Zambak Sk. No:4; 16130 NiÌ‡lüfer/Bursa; Türkiye";'40.226276;'28.906872;"https://www.google.com/maps?q=40.226276;28.906872"
Starbucks;"Adnan Menderes Mahallesi; Sanayi Cd. Korupark AVM 9. Km No:2 D:42; 16140 OsmangaziÌ‡/Bursa; Türkiye";'40.2503415;'28.9586087;"https://www.google.com/maps?q=40.2503415;28.9586087"
Starbucks;"29 Ekim; Ardiç Park; Ahmet Taner Kişlali Blv. Cad No:15; 16120 NiÌ‡lüfer/Bursa; Türkiye";'40.2220708;'28.9143823;"https://www.google.com/maps?q=40.2220708;28.9143823"
Starbucks;"Ataevler; Ata Cd Bulvarpark Evleri Sitesi B Blok No: 10/B-F; 16140 NiÌ‡lüfer/Bursa; Türkiye";'40.219904;'28.9530122;"https://www.google.com/maps?q=40.219904;28.9530122"
Starbucks;"Odunluk; Parkora; Akpinar Cd. No:12; 16110 NiÌ‡lüfer/Bursa; Türkiye";'40.2106157;'28.9993319;"https://www.google.com/maps?q=40.2106157;28.9993319"
Starbucks;"Odunluk; İzmir Yolu Cd D:B05/B; 16110 NiÌ‡lüfer/Bursa; Türkiye";'40.2110621;'28.9966203;"https://www.google.com/maps?q=40.2110621;28.9966203"
Starbucks;"Ahmet Yesevi; Piknik Cd. No: 44/33; 16140 NiÌ‡lüfer/Bursa; Türkiye";'40.2661956;'28.9394948;"https://www.google.com/maps?q=40.2661956;28.9394948"
Starbucks;"Bursa Acibadem Hastanesi; Bariş Mah. Fatih Sultan Mehmet Bulv; Sümer Sk. No:1; 16140 NiÌ‡lüfer/Bursa; Türkiye";'40.2129783;'28.9763644;"https://www.google.com/maps?q=40.2129783;28.9763644"
Starbucks;"Alaaddinbey; İzmir Yolu Cd; 16120 NiÌ‡lüfer/Bursa; Türkiye";'40.2125795;'28.918119;"https://www.google.com/maps?q=40.2125795;28.918119"
Starbucks;"Alaşarköy; İstanbul Cd Anatolium Alişveriş Merkezi No:487; 16245 OsmangaziÌ‡/Bursa; Türkiye";'40.2676471;'29.0540828;"https://www.google.com/maps?q=40.2676471;29.0540828"
Starbucks;"Kent Meydani AVM; Santral Garaj Mah. Kibris Şehitleri Cad. No:64 K:Zemin; 16245 OsmangaziÌ‡/Bursa; Türkiye";'40.1965235;'29.05991109999990;"https://www.google.com/maps?q=40.1965235;29.05991109999999"
Starbucks;"Zih Rezerve; Konak Mah. Beşevler Cad; Kale Sk. Sitesi No: B-49; 16110 NiÌ‡lüfer/Bursa; Türkiye";'40.2063109;'28.9840457;"https://www.google.com/maps?q=40.2063109;28.9840457"
Starbucks;"Ertugrul; Ardiç Park; Ahmet Taner Kişlali Cd. No:15; 16120 NiÌ‡lüfer/Bursa; Türkiye";'40.2001753;'28.9849821;"https://www.google.com/maps?q=40.2001753;28.9849821"
Starbucks;"Demirtaş Cumhuriyet; 3. Cd No: 2; 16245 OsmangaziÌ‡/Bursa; Türkiye";'40.2443454;'29.0879412;"https://www.google.com/maps?q=40.2443454;29.0879412"
Starbucks;"Ataevler; Dimora City; Nilüfer Hatun Cd. A Blok No: 113A/B - 113A/C - 113A/D; 16140 NiÌ‡lüfer/Bursa; Türkiye";'40.2247754;'28.9642283;"https://www.google.com/maps?q=40.2247754;28.9642283"
Starbucks;"İhsaniye; Aydemir Rizvanoglu 1453; Fatih Sultan Mehmet Blv. FSM İş Merkezi A-Blok No: 2A/8 - 12B/7; 16130 NiÌ‡lüfer/Bursa; Türkiye";'40.2139589;'28.977669;"https://www.google.com/maps?q=40.2139589;28.977669"
Starbucks;"Yüzüncüyil; Hakan Sepetçi Cd No: 2/1CA; 16130 NiÌ‡lüfer/Bursa; Türkiye";'40.217194;'28.889001;"https://www.google.com/maps?q=40.217194;28.889001"
Starbucks;"Görükle; Trio Yaşam Merkezi; Dumlupinar Mah; Atatürk Cd. No:101; 16285 NiÌ‡lüfer/Bursa; Türkiye";'40.2235243;'28.8507067;"https://www.google.com/maps?q=40.2235243;28.8507067"
Starbucks;"Engürücük Mah Engürücük Sok. No:508 Kapi No:A; D:8; 16600 GemliÌ‡k/Bursa; Türkiye";'40.3887638;'29.1415479;"https://www.google.com/maps?q=40.3887638;29.1415479"
Starbucks;"Dereçavuşköy; Oksijen 86 Kuzey; 1355. Sok No: 5; 16190 OsmangaziÌ‡/Bursa; Türkiye";'40.2828665;'28.9951758;"https://www.google.com/maps?q=40.2828665;28.9951758"
Starbucks;"Altinşehir; Ahmet Taner Kişlali Blv. No: 44; 16120 NiÌ‡lüfer/Bursa; Türkiye";'40.2249853;'28.915276;"https://www.google.com/maps?q=40.2249853;28.915276"
Starbucks;"Bademli; Pandora AVM; 16940 Mudanya/Bursa; Türkiye";'40.2879347;'28.9217298;"https://www.google.com/maps?q=40.2879347;28.9217298"
Starbucks;"Balkan; Naim Süleymanoglu Cd. No:16159 D:16; 16159 NiÌ‡lüfer/Bursa; Türkiye";'40.2082662;'28.8135227;"https://www.google.com/maps?q=40.2082662;28.8135227"
Starbucks;"Korubaşi; 16110 Nilüfer/Bursa; Türkiye";'40.1040606;'28.7513168;"https://www.google.com/maps?q=40.1040606;28.7513168"
Starbucks;"Cevat Paşa; Akol Oteli; Kayserili Ahmet Paşa Cd. No:32; 17000 Canakkale Merkez/Canakkale; Türkiye";'40.1523849;'26.4068979;"https://www.google.com/maps?q=40.1523849;26.4068979"
Starbucks;"Barbaros; Burda AVM; Atatürk Cd. No:207 17; 17020 Canakkale Merkez/Canakkale; Türkiye";'40.12352509999990;'26.4103813;"https://www.google.com/maps?q=40.12352509999999;26.4103813"
Starbucks;"Barbaros; Troypark AVM; Troya Cd. No:2 K:Zemin; 17020 Canakkale Merkez/Canakkale; Türkiye";'40.12803580000000;'26.4107238;"https://www.google.com/maps?q=40.12803580000001;26.4107238"
STARBUCKS;"Maruf; 18260 Korgun/Cankiri; Türkiye";'40.6461316;'33.414977;"https://www.google.com/maps?q=40.6461316;33.414977"
Starbucks;"Cepni; AHL Park Mall CORUM; Kerebi Gazi 1. Sk. No:7; 19040 Corum Merkez/Corum; Türkiye";'40.5445918;'34.9474353;"https://www.google.com/maps?q=40.5445918;34.9474353"
Starbucks;"Mehmetçik; Forum Camlik; Dogan Demircioglu Cd. No:2; 20150 Pamukkale/Denizli; Türkiye";'37.7541047;'29.0904342;"https://www.google.com/maps?q=37.7541047;29.0904342"
Starbucks;"Yunusemre Mah. Bursa Cad. Güneş Kiz Aparti Apt. No: 125/1; 20160 Pamukkale/Denizli; Türkiye";'37.7437447;'29.1047884;"https://www.google.com/maps?q=37.7437447;29.1047884"
Starbucks;"Merkez; Kayalar Mah; Izmir Asfalti Uzeri 5. Km; 20030 Merkezefendi/Denizli; Türkiye";'37.8186253;'29.0578811;"https://www.google.com/maps?q=37.8186253;29.0578811"
Starbucks;"Yenişehir Mah. 55. Sok; Teras Park AVM No:1 Kat: Z64 D:1; 20040 Merkezefendi/Denizli; Türkiye";'37.7599485;'29.0426069;"https://www.google.com/maps?q=37.7599485;29.0426069"
Starbucks;"Fatih; Seven Cad. 1128. Sok No: 2; 81030 Düzce Merkez/Düzce; Türkiye";'40.8486304;'31.1422098;"https://www.google.com/maps?q=40.8486304;31.1422098"
Starbucks;"Kültür; Royal Gold AVM; İstanbul Cd. A Blok No: 160/1 Daire: 101; 81600 Düzce Merkez/Düzce; Türkiye";'40.8407863;'31.1414728;"https://www.google.com/maps?q=40.8407863;31.1414728"
Starbucks;"1. Murat; Talaşpaşa Cad No:60; 22030 Edirne Merkez/Edirne; Türkiye";'41.6610276;'26.5812885;"https://www.google.com/maps?q=41.6610276;26.5812885"
Starbucks;"İstasyon; Atatürk Blv Kipa AVM No: 201 Daire: 1; 22100 Edirne Merkez/Edirne; Türkiye";'41.6553019;'26.5865184;"https://www.google.com/maps?q=41.6553019;26.5865184"
Starbucks;"0G 64 store Talat; 1. Murat Erasta Mall Ground; Şükrü Paşa Cd. floor F; 22030 Edirne Merkez/Edirne; Türkiye";'41.6664504;'26.5709198;"https://www.google.com/maps?q=41.6664504;26.5709198"
Starbucks;"Cumhuriyet Mah. Malatya Cad. No: 10/2 Kat: Zemin Daire: 006-007; 23270 Elazig Merkez/Elazig; Türkiye";'38.6706049;'39.1864081;"https://www.google.com/maps?q=38.6706049;39.1864081"
Starbucks;"Cumhuriyet; Malatya Cd. Park 23 AVM No: 70; 23270 ElÃ¢zig Merkez/Elazig; Türkiye";'38.6655618;'39.1749942;"https://www.google.com/maps?q=38.6655618;39.1749942"
Starbucks;"Nail Bey; Vali Fahri Bey Cd. No:43 D:37; 23100 ElÃ¢zig Merkez/Elazig; Türkiye";'38.6743238;'39.2173553;"https://www.google.com/maps?q=38.6743238;39.2173553"
Starbucks;"Yeni; 23200 ElÃ¢zig Merkez/Elazig; Türkiye";'38.6842724;'39.2028904;"https://www.google.com/maps?q=38.6842724;39.2028904"
Starbucks;"Yeniköy; M6C3+VM; 23100 ElÃ¢zig Merkez/Elazig; Türkiye";'38.672158;'39.204191;"https://www.google.com/maps?q=38.672158;39.204191"
Starbucks;"MXQJ+X2; 24402 Hakbilir/Kemah/Erzincan; Türkiye";'39.689925;'38.980059;"https://www.google.com/maps?q=39.689925;38.980059"
Starbucks;"Lalapaşa; MNG AVM; Terminal Cd. No:45; 25100 Yakutiye/Erzurum; Türkiye";'39.9100438;'41.2535246;"https://www.google.com/maps?q=39.9100438;41.2535246"
Starbucks;"Hoşnudiye; Porsuk Blv No:11-11B; 26130 Tepebaşi/Eskişehir; Türkiye";'39.7769726;'30.5160818;"https://www.google.com/maps?q=39.7769726;30.5160818"
Starbucks;"Eskibaglar Mah. Üniversite Cad. No:21 K:Zemin; Espark Alişveriş Merkezi; 26170 Tepebaşi/Eskişehir; Türkiye";'39.7826068;'30.5106105;"https://www.google.com/maps?q=39.7826068;30.5106105"
Starbucks;"Yenibaglar; Ramada Otel; Yorulmaz Sk. No: 2 Kat: Zemin; 26170 Tepebaşi/Eskişehir; Türkiye";'39.7887828;'30.506355;"https://www.google.com/maps?q=39.7887828;30.506355"
Starbucks;"Vişnelik; Atatürk Blv. No:163; 26010 Odunpazari/Eskişehir; Türkiye";'39.764574;'30.505702;"https://www.google.com/maps?q=39.764574;30.505702"
Starbucks;"Hoşnudiye Mah. İsmet İnönü Cad. No:57 K:Zemin; Kanatli AVM; 26130 Tepebaşi/Eskişehir; Türkiye";'39.7790036;'30.5137218;"https://www.google.com/maps?q=39.7790036;30.5137218"
Starbucks;"Hoşnudiye Mah. 748. Sok. A-B-C Apt. No:3/BA; 26130 Tepebaşi/Eskişehir; Türkiye";'39.784406;'30.50002;"https://www.google.com/maps?q=39.784406;30.50002"
Starbucks;"Şirintepe; İsmet İnönü-2 Blv No: 12/C; 26190 Tepebaşi/Eskişehir; Türkiye";'39.7898338;'30.49094969999990;"https://www.google.com/maps?q=39.7898338;30.49094969999999"
Starbucks;"Hoşnudiye Mah Cumhuriye Acibadem Sok No: 19; 26130 Tepebaşi/Eskişehir; Türkiye";'39.78516800000000;'30.4952167;"https://www.google.com/maps?q=39.78516800000001;30.4952167"
Starbucks;"Batikent; Kapikule Sk. No: 3/A; 26180 Tepebaşi/Eskişehir; Türkiye";'39.7965664;'30.4412206;"https://www.google.com/maps?q=39.7965664;30.4412206"
Starbucks;"Camlica; Vega Outlet; Gülperi Sok No:1/A; 26180 Tepebaşi/Eskişehir; Türkiye";'39.7807781;'30.4785065;"https://www.google.com/maps?q=39.7807781;30.4785065"
Starbucks;"Büyükdere; Eskisehir Osmangazi University; Meselik Campus; Prof. Dr. Nabi Avci Blv No: 21; 26040 Odunpazari/Eskişehir; Türkiye";'39.7540065;'30.4933082;"https://www.google.com/maps?q=39.7540065;30.4933082"
Starbucks;"Kurşunlu Mah. Eskişehir Ankara Devlet Karayolu 135. Km; Kayadibi Tesisleri No:; 26600 Sivrihisar/Eskişehir; Türkiye";'39.437351;'31.5590303;"https://www.google.com/maps?q=39.437351;31.5590303"
Starbucks;"Güneykent; 102235. Sk. No:4; 27470 Şahinbey/Gaziantep; Türkiye";'37.0331561;'37.32025830000000;"https://www.google.com/maps?q=37.0331561;37.32025830000001"
Starbucks;"Güvenevler Mah. Prof Dr Necmettin Erbakan Cad. İconova No:74; 27560 Şehitkamil/Gaziantep; Türkiye";'37.0528481;'37.319979;"https://www.google.com/maps?q=37.0528481;37.319979"
Starbucks;"Emek; Abdulkadir Aksu Blv. No: 107/A; 27060 Şehitkamil/Gaziantep; Türkiye";'37.0718459;'37.3402149;"https://www.google.com/maps?q=37.0718459;37.3402149"
Starbucks;"Akkent; 400 Nolu Cad No: 46/A; 27010 Şahinbey/Gaziantep; Türkiye";'37.0150014;'37.3599153;"https://www.google.com/maps?q=37.0150014;37.3599153"
Starbucks;"İncili Pinar Mah. İstasyon Cad. No:76 K:Zemin Forum; 27500 Şehitkamil/Gaziantep; Türkiye";'37.070334;'37.380004;"https://www.google.com/maps?q=37.070334;37.380004"
Starbucks;"Yeşilkent; Hasan Kalyoncu Üniversitesi; Havaalaniyolu Cd. No:267; 27100 Şahinbey/Gaziantep; Türkiye";'37.00507390000000;'37.4367527;"https://www.google.com/maps?q=37.00507390000001;37.4367527"
Starbucks;"Osmangazi Mah; Prof. Dr. Necmettin Erbakan Cd 33. Sok PrimeMall No: 71 Kat: Giriş Daire: 39; 27560 Şehitkamil/Gaziantep; Türkiye";'37.052489;'37.3177553;"https://www.google.com/maps?q=37.052489;37.3177553"
