isim;adres;latitude;longitude;google_maps_link
Robert's Coffee;"Altintepe; Bagdat Cad. No:3; 34840 Maltepe/İstanbul; Türkiye";'40.9528135;'29.0964851;"https://www.google.com/maps?q=40.9528135;29.0964851"
Robert's Coffee;"Suadiye; Plaj Yolu Sk.; 34740 Kadiköy/İstanbul; Türkiye";'40.9569096;'29.0807844;"https://www.google.com/maps?q=40.9569096;29.0807844"
Robert's Coffee;"Kavacik; Ertürk Sk. 3/A; 34810 Beykoz/İstanbul; Türkiye";'41.0927511;'29.0945829;"https://www.google.com/maps?q=41.0927511;29.0945829"
Robert's Coffee;"Salacak; Ögdül Sk.; 34672 Üsküdar/İstanbul; Türkiye";'41.0235118;'29.0079307;"https://www.google.com/maps?q=41.0235118;29.0079307"
Robert's Coffee;"Konaklar; Büyükdere Cd. No:227 D:2; 34330 Şişli/İstanbul; Türkiye";'41.0874335;'29.007092;"https://www.google.com/maps?q=41.0874335;29.007092"
Robert's Coffee;"Şirinyali; Lara Cd. No:78; 07160 Muratpaşa/Antalya; Türkiye";'36.8555554;'30.7438494;"https://www.google.com/maps?q=36.8555554;30.7438494"
Robert's Coffee;"Güzeloba; 0 D C-1; Lara Cd.; 07230 Muratpaşa; Türkiye";'36.8523795;'30.7866542;"https://www.google.com/maps?q=36.8523795;30.7866542"
Robert's Coffee;"Sögütözü; Dumlupinar Bulv. Dogan Medya Center No:102; 06510 Cankaya/Ankara; Türkiye";'39.90922399999990;'32.794264;"https://www.google.com/maps?q=39.90922399999999;32.794264"
Robert's Coffee;"Oran; Park Oran Evleri 180 E; 06450 Cankaya/Ankara; Türkiye";'39.847504;'32.831894;"https://www.google.com/maps?q=39.847504;32.831894"
Robert's Coffee;"Oran; Kudüs Cd. No:47; 06450 Cankaya/Ankara; Türkiye";'39.8490275;'32.8348584;"https://www.google.com/maps?q=39.8490275;32.8348584"
Robert's Coffee;"Liman; Liman Mahallesi Atatürk Bulvari; Bariş Manço Cd. No:249/a; 07130 Konyaalti/Antalya; Türkiye";'36.85268;'30.6179819;"https://www.google.com/maps?q=36.85268;30.6179819"
Robert's Coffee;"MarkAntalya Mall; Tahilpazari Mahallesi Şarampol Caddesi MarkAntalya AVM KAT 3 88; 07040 Muratpaşa/Antalya; Türkiye";'36.8926606;'30.703909;"https://www.google.com/maps?q=36.8926606;30.703909"
ROBERT'S COFFEE;"Arapsuyu; Atatürk Blv. No:3; 07030 Konyaalti/Antalya; Türkiye";'36.8827669;'30.6602586;"https://www.google.com/maps?q=36.8827669;30.6602586"
Robert's Coffee;"Pinarbaşi; 07070 Konyaalti/Antalya; Türkiye";'36.8910338;'30.64200129999990;"https://www.google.com/maps?q=36.8910338;30.64200129999999"
robert's coffee;"Kültür; Antalya TR; 3805. Sk. No:52; 07090 Kepez; Türkiye";'36.9027805;'30.6547906;"https://www.google.com/maps?q=36.9027805;30.6547906"
Robert's Coffee;"Yeşilköy; İstasyon Cd. 41a; 34149 Bakirköy/İstanbul; Türkiye";'40.9596355;'28.8233626;"https://www.google.com/maps?q=40.9596355;28.8233626"
Robert's Coffee;"Kabaoglu; Yabanci Diller Yüksek Okulu; Prof. Baki Komşuoglu Blv. No:515 No:515; 41000 İzmit/Kocaeli; Türkiye";'40.8128359;'29.9204469;"https://www.google.com/maps?q=40.8128359;29.9204469"
Robert's Coffee;"Karadenizliler; Akbank; Plevne Sok No:1; 41310 Dilovasi/Kocaeli; Türkiye";'40.788337;'30.006055;"https://www.google.com/maps?q=40.788337;30.006055"
Robert's Coffee;"Santral Garaj; 16200 Osmangazi/Bursa; Türkiye";'40.195997;'29.0604701;"https://www.google.com/maps?q=40.195997;29.0604701"
Robert's Coffee;"Cumhuriyet; Dereli Sk. No:1; 41420 Cayirova/Kocaeli; Türkiye";'40.8707987;'29.3905677;"https://www.google.com/maps?q=40.8707987;29.3905677"
Robert's Coffee;"Barbaros Mah. Mor Barbaros Mahallesi Sümbül Sokak 5 A Deluxia Palace A Blok K:1 D:35; 34746 Dudullu Osb/İstanbul; Türkiye";'40.9947355;'29.1000648;"https://www.google.com/maps?q=40.9947355;29.1000648"
Robert's Coffee;"Bati Mahallesi Sahil Yolu Marinturk; 34890 Pendik; Türkiye";'40.871111;'29.2333149;"https://www.google.com/maps?q=40.871111;29.2333149"
Robert's Coffee;"Ataköy 1. Mahallesi Rauf Orbay Cad. Sahil Yolu No:16 No:16; 34158 Bakirköy; Türkiye";'40.9713786;'28.8744461;"https://www.google.com/maps?q=40.9713786;28.8744461"
Robert's Coffee;"Barbaros; Ümraniye İstanbul TR; Mor Sumbul Sokagi No:5 D:a; 34387 Ataşehir; Türkiye";'41.006818;'29.1581351;"https://www.google.com/maps?q=41.006818;29.1581351"
Robert's Coffee;"Sahil; Mimar Sinan Sk. No:19; 41040 İzmit/Kocaeli; Türkiye";'40.763874;'29.931126;"https://www.google.com/maps?q=40.763874;29.931126"
Robert's Coffee;"Emirbeyazit; 48000 Menteşe/Mugla; Türkiye";'37.19137509999990;'28.3699705;"https://www.google.com/maps?q=37.19137509999999;28.3699705"
Robert's Coffee;"Barbaros Mahallesi Ataşehir Bulvari; Bulvar AVM No:216 No:216; 34746; Türkiye";'40.9942043;'29.110173;"https://www.google.com/maps?q=40.9942043;29.110173"
Robert's Coffee;"Cami; 34940 Tuzla/İstanbul; Türkiye";'40.8154416;'29.3182806;"https://www.google.com/maps?q=40.8154416;29.3182806"
Robert's Coffee Ataşehir;"Atatürk; Ertugrul Gazi Sk. NO: 1; 34758 Ataşehir/İstanbul; Türkiye";'40.9937844;'29.119114;"https://www.google.com/maps?q=40.9937844;29.119114"
Roberts Coffee Atatürk Parkı;"Liman mah. Bogaçay cad. No:1 Cigdem D:Apt. 38/39; Konyaalti/Antalya; Türkiye";'36.8510703;'30.61689569999990;"https://www.google.com/maps?q=36.8510703;30.61689569999999"
Robert's Coffee Aydın;"Zeybek; Zeybek 5. Cd. No:5; 09020 Efeler/Aydin; Türkiye";'37.8394732;'27.8123168;"https://www.google.com/maps?q=37.8394732;27.8123168"
Roberts Coffee Beach Park;"Konyaalti; Beach Park No:9; 07030 Muratpaşa; Türkiye";'36.8797173;'30.666377;"https://www.google.com/maps?q=36.8797173;30.666377"
Robert's Coffee Diyarbakır;"Diclekent; 252. Sk. No:34; 21070 Kayapinar/Diyarbakir; Türkiye";'37.9461869;'40.1811691;"https://www.google.com/maps?q=37.9461869;40.1811691"
Robert's Coffee Dörtyol;"Numune Evler; Hasan İkiz Cd. No:5; 31600 Dörtyol/Hatay; Türkiye";'36.8351435;'36.2256757;"https://www.google.com/maps?q=36.8351435;36.2256757"
Robert's Coffee Genel Müdürlük;"Barbaros; Morsümbül No:3; 34758 Ataşehir/İstanbul; Türkiye";'40.9917215;'29.115563;"https://www.google.com/maps?q=40.9917215;29.115563"
Robert's Coffee Netsel Marina;"Robert's Coffee; Sariana mah. Münir Elgin blvç; Netsel Marina 38-12; 48700 Marmaris/Mugla; Türkiye";'36.8533233;'28.2786403;"https://www.google.com/maps?q=36.8533233;28.2786403"
Roberts Coffee Riviera;"Bahçelievler Mahallesi; Konyaalti Caddesi; Atatürk Parki İçi R-3; No:25/5; 07030 Muratpaşa; Türkiye";'36.8841082;'30.6899266;"https://www.google.com/maps?q=36.8841082;30.6899266"
Robert's Coffeee;"Atilla; 15300 Bucak/Burdur; Türkiye";'37.4088606;'30.5430235;"https://www.google.com/maps?q=37.4088606;30.5430235"
Robert's Coffeeİskenderun;"Numune; İbrahim Karaoglanoglu Cd. No:29/3; 31230 İskenderun/Hatay; Türkiye";'36.5749856;'36.1614931;"https://www.google.com/maps?q=36.5749856;36.1614931"
Soulmate & Coffee Bakery Adana;"Güzelyali; 81144. Sk. 2/3; 01170 Cukurova/Adana; Türkiye";'37.0513995;'35.2987687;"https://www.google.com/maps?q=37.0513995;35.2987687"
Soulmate Cafe;"Dumlupinar; Yeşil Yol Cd. No:46; 03200 Afyonkarahisar Merkez/Afyonkarahisar; Türkiye";'38.7563918;'30.5447658;"https://www.google.com/maps?q=38.7563918;30.5447658"
Soul-mate cafe;"Burç; Dede Korkut Cd. No:1; 15200 Burdur Merkez/Burdur; Türkiye";'37.7203141;'30.2818181;"https://www.google.com/maps?q=37.7203141;30.2818181"
Soulmate Coffee;"Cumhuriyet Hazar sk. 10 Elazig Merkez; Beyzade Efendi Blv. 29/f; 23000 ElÃ¢zig Merkez/Elazig; Türkiye";'38.6673352;'39.1766061;"https://www.google.com/maps?q=38.6673352;39.1766061"
Soulmate Coffee;"Ekrem Cetin; Bekcioglu rezidans; Sefa 1 sokak no 6C; 79100 Kilis Merkez/Kilis; Türkiye";'36.7267934;'37.100758;"https://www.google.com/maps?q=36.7267934;37.100758"
Soulmate Coffee & Bakery Uşak;"Cumhuriyet; Atapark Meydani No:13/C; 64200 Merkez/Uşak; Türkiye";'38.6667367;'29.3993389;"https://www.google.com/maps?q=38.6667367;29.3993389"
SOULMATE COFFEE 56'LAR;"Bahçelievler; İstiklal Cd. no 170-21; 55100 İlkadim/Samsun; Türkiye";'41.27963580000000;'36.342708;"https://www.google.com/maps?q=41.27963580000001;36.342708"
Soulmate Coffee Sahil;"Barbaros; Adnan Menderes Blv. No:142/A-B; 33150 Yenişehir/Mersin; Türkiye";'36.7751345;'34.5750438;"https://www.google.com/maps?q=36.7751345;34.5750438"
Soulmate Coffee Sivas;"Örtülüpinar Mah. Sigorta Sok. Kale Apt. Alti No: 5; 58040 Merkez/Sivas; Türkiye";'39.7453247;'37.0120542;"https://www.google.com/maps?q=39.7453247;37.0120542"
Soulmate Coffee Tokat;"Merkez; Yeşilirmak; Vali Zekai Gümüşdiş Blv.; 60030 Tokat Merkez/Tokat; Türkiye";'40.3307864;'36.552685;"https://www.google.com/maps?q=40.3307864;36.552685"
Soulmate Turkmenbashi;"Gürselpaşa; 75048. Sk. 45 A; 01200 Seyhan/Adana; Türkiye";'37.0222224;'35.279597;"https://www.google.com/maps?q=37.0222224;35.279597"
Starbucks;"Kurtuluş Mah. Ziya Paşa Bulv. No:15 K:Zemin; Ali Sadi Apt; 01130 Seyhan/Adana; Türkiye";'36.9674013;'35.2587964;"https://www.google.com/maps?q=36.9674013;35.2587964"
Starbucks;"Mahfesigmaz; Turgut Özal Blv. No:44; 01170 Cukurova/Adana; Türkiye";'37.0413369;'35.3143639;"https://www.google.com/maps?q=37.0413369;35.3143639"
Starbucks;"Güzelyali; 81106. Sk. No:3; 01170 Cukurova/Adana; Türkiye";'37.0458068;'35.3078431;"https://www.google.com/maps?q=37.0458068;35.3078431"
Starbucks;"Sinanpaşa; Optimum Outlet; Haci Sabanci Blv. No:28 K:Zemin; 01220 Yüregir/Adana; Türkiye";'36.9913415;'35.3394545;"https://www.google.com/maps?q=36.9913415;35.3394545"
Starbucks;"Güzelyali; Yeşilköşe Apt; Turgut Özal Blv. No:98/A; 01170 Cukurova/Adana; Türkiye";'37.0478054;'35.2999907;"https://www.google.com/maps?q=37.0478054;35.2999907"
Starbucks;"Gürselpaşa; Aliya İzzet Begoviç Blv No:27; 01200 Seyhan/Adana; Türkiye";'37.02162819999990;'35.2613968;"https://www.google.com/maps?q=37.02162819999999;35.2613968"
Starbucks;"Cemalpaşa; Ethem Ekin Sk. No:22 İzzigüllü Apt A Blok; 01120 Seyhan/Adana; Türkiye";'37.0017084;'35.3241876;"https://www.google.com/maps?q=37.0017084;35.3241876"
Starbucks;"Cemalpaşa; Toros Cd. Gültekin Apt No:35/B; 01120 Seyhan/Adana; Türkiye";'37.0014939;'35.3277925;"https://www.google.com/maps?q=37.0014939;35.3277925"
Starbucks;"Ahmet Remzi Yüregir; Erdal Acet Cd. No:1; 01130 Seyhan/Adana; Türkiye";'36.9934167;'35.3074051;"https://www.google.com/maps?q=36.9934167;35.3074051"
Starbucks;"Yüzüncüyil; Dr. Sadik Ahmet Blv. No: 91/C; 01360 Cukurova/Adana; Türkiye";'37.0519814;'35.2525018;"https://www.google.com/maps?q=37.0519814;35.2525018"
Starbucks;"Güzelyali Mah. Turgut Özal Bulv. No:70 K:Zemin; Sefa Parlak Gümüş Apt A Blok; 01170 Cukurova/Adana; Türkiye";'37.0458131;'35.3078378;"https://www.google.com/maps?q=37.0458131;35.3078378"
Starbucks;"Mahfesigmaz; Şehitler Bulvari No: 70; 01170 Cukurova/Adana; Türkiye";'37.0432587;'35.3021928;"https://www.google.com/maps?q=37.0432587;35.3021928"
Starbucks;"Kişla; Adana Sehir Egitim ve Arastirma Hastanesi; Dr. Mithat Özsan Blv. B.Blok No: 32; 01230 Yüregir/Adana; Türkiye";'37.02587159999990;'35.3463198;"https://www.google.com/maps?q=37.02587159999999;35.3463198"
Starbucks;"Atatürk Mah; İncirlik Üssü; 10. Sencer Komutanligi; 01375 Yüregir/Adana; Türkiye";'36.9958567;'35.43775249999990;"https://www.google.com/maps?q=36.9958567;35.43775249999999"
Starbucks;"Carkipare; Cukurova Üniversitesi Kampüsü; Dr. Mithat Özsan Blv. No:126; 01000 Sariçam/Adana; Türkiye";'37.057223;'35.3623477;"https://www.google.com/maps?q=37.057223;35.3623477"
Starbucks;"Gürselpaşa; Aliya İzzet Begoviç Blv No:25/C; 01200 Seyhan/Adana; Türkiye";'37.0219785;'35.2607483;"https://www.google.com/maps?q=37.0219785;35.2607483"
Starbucks;"Güzelyali; Turgut Özal Blv. 28 A; 01170 Cukurova/Adana; Türkiye";'37.0385466;'35.3154175;"https://www.google.com/maps?q=37.0385466;35.3154175"
Starbucks;"Yeni Mah. Ögretmenler Bulv. No:90 K:Zemin M1 Merkez Alişveriş Merkezi; 01200 Seyhan/Adana; Türkiye";'37.01798590000000;'35.2432799;"https://www.google.com/maps?q=37.01798590000001;35.2432799"
STARBUCKS;"Eskisaray; Koton Yani; Gölbaşi Cd. No:128 D:G; 02100 Adiyaman Merkez/Adiyaman; Türkiye";'37.7607172;'38.2652187;"https://www.google.com/maps?q=37.7607172;38.2652187"
Starbucks;"Güvenevler; Park; 03030 Afyonkarahisar Merkez/Afyonkarahisar; Türkiye";'38.7548069;'30.55509439999990;"https://www.google.com/maps?q=38.7548069;30.55509439999999"
Starbucks;"Cakir; Afium Outlet Shopping Center; İzmir Karayolu 9. Km; 03100 Afyonkarahisar Merkez/Afyonkarahisar; Türkiye";'38.7921566;'30.4560298;"https://www.google.com/maps?q=38.7921566;30.4560298"
Starbucks;"Güvenevler Mah. Maresal Fevzi Cakmak Bulvari 2096 Sok. No:2 Park Afyon AVM Magaza No:Z-M01; 03030 Afyonkarahisar Merkez/Afyonkarahisar; Türkiye";'38.7548176;'30.5551159;"https://www.google.com/maps?q=38.7548176;30.5551159"
Starbucks;"Cumhuriyet; 13. Sok Triovista Konaklari D:3E Blok No: 54; 03080 Erkmen/Afyonkarahisar Merkez/Afyonkarahisar; Türkiye";'38.7822621;'30.4986984;"https://www.google.com/maps?q=38.7822621;30.4986984"
Starbucks;"Dörtyol; Kutahya Yolu Bulv No: 9; 03100 Afyonkarahisar Merkez/Afyonkarahisar; Türkiye";'38.7986707;'30.4514153;"https://www.google.com/maps?q=38.7986707;30.4514153"
Starbucks;"Firat; 04200 Agri Merkez/Agri; Türkiye";'39.7139744;'43.019427;"https://www.google.com/maps?q=39.7139744;43.019427"
Starbucks;"Kiliçaslan; Nora City AVM; Atatürk Bulv No: 106/C Kat: Zemin Daire: 41; 68100 Aksaray Merkez/Aksaray; Türkiye";'38.3687685;'34.0305796;"https://www.google.com/maps?q=38.3687685;34.0305796"
Starbucks;"Taşpazar; Ebulfeyz Elçibey Cd. No:5; 68100 Aksaray Merkez/Aksaray; Türkiye";'38.3651797;'34.0118427;"https://www.google.com/maps?q=38.3651797;34.0118427"
Starbucks;"Bahçe Saray; 68100 Aksaray Merkez/Aksaray; Türkiye";'38.3267158;'33.9822266;"https://www.google.com/maps?q=38.3267158;33.9822266"
Starbucks;"Koza; İpek Sk. No:37; 05100 Amasya Merkez/Amasya; Türkiye";'40.6061413;'35.8121698;"https://www.google.com/maps?q=40.6061413;35.8121698"
Starbucks;"Oran Mah. Turan Güneş Bulv; Sinpaş Altin Oran; Galip Erdem Cd. No:54; 06550 Cankaya/Ankara; Türkiye";'39.8476776;'32.8567365;"https://www.google.com/maps?q=39.8476776;32.8567365"
Starbucks;"Meşrutiyet; Karanfil Sk. No:20/A; 06420 Cankaya/Ankara; Türkiye";'39.9183644;'32.8551129;"https://www.google.com/maps?q=39.9183644;32.8551129"
Starbucks;"Remzi Oguz Arik; Tunali Hilmi Cd. No:119/A; 06680 Cankaya/Ankara; Türkiye";'39.903379;'32.860563;"https://www.google.com/maps?q=39.903379;32.860563"
Starbucks;"Bahçelievler; 54. Sokak No:4/A; 06490 Cankaya/Ankara; Türkiye";'39.9320554;'32.8259317;"https://www.google.com/maps?q=39.9320554;32.8259317"
Starbucks;"Yukari Bahçelievler; Aşkabat Cd. No:13/C; 06490 Cankaya/Ankara; Türkiye";'39.9234815;'32.8259753;"https://www.google.com/maps?q=39.9234815;32.8259753"
Starbucks;"Cumhuriyet; İnkilap Sk. No:2/A; 06420 Cankaya/Ankara; Türkiye";'39.9230177;'32.8553726;"https://www.google.com/maps?q=39.9230177;32.8553726"
Starbucks;"Oran; Kuzu Effect; Zülfü Tigrel Cd. No:1 K:1; 06550 Cankaya/Ankara; Türkiye";'39.8472536;'32.8281727;"https://www.google.com/maps?q=39.8472536;32.8281727"
Starbucks;"İşçi Bloklari; Taurus Ankara Alişveriş Merkezi; Mevlana Blv. Mevlana Bulv No:190/B K:2; 06530 Cankaya/Ankara; Türkiye";'39.8882814;'32.8112361;"https://www.google.com/maps?q=39.8882814;32.8112361"
Starbucks;"Memorial Hastanesi; Balgat Mah. Mevlana Bulv; 1422. Sk. D:4; 06520 Cankaya/Ankara; Türkiye";'39.9034584;'32.8151982;"https://www.google.com/maps?q=39.9034584;32.8151982"
Starbucks;"Gaziosmanpaşa; İran Cd. No:8; 06680 Cankaya/Ankara; Türkiye";'39.8990717;'32.8624964;"https://www.google.com/maps?q=39.8990717;32.8624964"
Starbucks;"Akköprü; Mevkii Konya Devlet Yolu Ankamall AVM No:29 K: Zemin D:1-05/1-05A; 06900 Yenimahalle/Ankara; Türkiye";'39.9498528;'32.8312387;"https://www.google.com/maps?q=39.9498528;32.8312387"
Starbucks;"Yukari Bahçelievler; Mah. 7. Cad No:28/A; 06490 Cankaya/Ankara; Türkiye";'39.9220047;'32.8260028;"https://www.google.com/maps?q=39.9220047;32.8260028"
Starbucks;"Cukurambar Mah; 100:Yil; 1480 Sok Besa Kule B Blok Daire: B-18; 06530 Cankaya/Ankara; Türkiye";'39.9653791;'32.7470697;"https://www.google.com/maps?q=39.9653791;32.7470697"
Starbucks;"Konutkent; Kule Evo; 3028 Cd. 15. Km No: 16/A; 06810 Cankaya/Ankara; Türkiye";'39.8740568;'32.6492959;"https://www.google.com/maps?q=39.8740568;32.6492959"
Starbucks;"Gaziosmanpaşa; Arjantin Cd. No:17; 06680 Cankaya/Ankara; Türkiye";'39.8980898;'32.8655845;"https://www.google.com/maps?q=39.8980898;32.8655845"
Starbucks;"Macun Mah. İstanbul Yolu 5. Km. Fatih Sultan Mehmet Bulv. No:244 K:Zemin; Acity Outlet Alişveriş Merkezi; 06105 Yenimahalle/Ankara; Türkiye";'39.9462295;'32.7620688;"https://www.google.com/maps?q=39.9462295;32.7620688"
Starbucks;"Eskisehir Yolu; 9.km No: 274 K: Zemin D: B220 - B221; 06530 Cankaya/Ankara; Türkiye";'39.9082428;'32.7533589;"https://www.google.com/maps?q=39.9082428;32.7533589"
Starbucks;"Next Level; Kizilirmak Mah. Dumlupinar Bulv. No:3 K:Zemin; 06530 Cankaya/Ankara; Türkiye";'39.9112929;'32.8122952;"https://www.google.com/maps?q=39.9112929;32.8122952"
Starbucks;"Remzi Oguz Arik; Güven Hastanesi; Şimşek Sk. No:29; 06680 Cankaya/Ankara; Türkiye";'39.9045107;'32.8546806;"https://www.google.com/maps?q=39.9045107;32.8546806"
Starbucks;"Ayvali Mah. Halil Sezai Erkut Cad. Afra Sok Antares Alişveriş ve Yaşam Merkezi No: 1/A Kat: Giriş Daire: Etlik Caddesi D:1Ş; 06010 Keçiören/Ankara; Türkiye";'39.9696896;'32.8225312;"https://www.google.com/maps?q=39.9696896;32.8225312"
Starbucks;"Sögütözü; Sögütözü Cd. No:43 D:2. Bina; 06530 Cankaya/Ankara; Türkiye";'39.9212007;'32.7985532;"https://www.google.com/maps?q=39.9212007;32.7985532"
Starbucks;"Cevizlidere; Yildirim Tower; Mevlana Blv. No:221; 06520 Cankaya/Ankara; Türkiye";'39.8818698;'32.8126384;"https://www.google.com/maps?q=39.8818698;32.8126384"
Starbucks;"Yaşamkent; Mehmet Rifat Börekçi Florium Konutlari No: 6 Daire: 10; 06810 Cankaya/Ankara; Türkiye";'39.8548677;'32.6464504;"https://www.google.com/maps?q=39.8548677;32.6464504"
Starbucks;"Üniversiteler Mah. No: 72 Kat: Giriş 2. Bölge; Bilkent Park Sitesi Sosyal Tesis Ek Binasi B Blok; 06800 Cankaya/Ankara; Türkiye";'39.8833046;'32.7613466;"https://www.google.com/maps?q=39.8833046;32.7613466"
Starbucks;"Kalaba Mah. Fatih Cad; FTZ AVM No: 30 Kat: Zemin Daire: 1; 06120 Keçiören/Ankara; Türkiye";'39.9766282;'32.8671445;"https://www.google.com/maps?q=39.9766282;32.8671445"
Starbucks;"One Tower; Oran Mah. Küdüs Cad. No:6 K:Zemin; 06650 Cankaya/Ankara; Türkiye";'39.8493573;'32.8358112;"https://www.google.com/maps?q=39.8493573;32.8358112"
Starbucks;"Macun; Bagdat Cd. Podium AVM No:60/B; 06105 Yenimahalle/Ankara; Türkiye";'39.9621561;'32.7692125;"https://www.google.com/maps?q=39.9621561;32.7692125"
Starbucks;"Sancak; Turan Güneş Blv. No:19; 06550 Cankaya/Ankara; Türkiye";'39.8750571;'32.8634553;"https://www.google.com/maps?q=39.8750571;32.8634553"
Starbucks;"İnönü; Fatih Sultan Mehmet Blv No: 412; 06370 Yenimahalle/Ankara; Türkiye";'39.9457348;'32.7146617;"https://www.google.com/maps?q=39.9457348;32.7146617"
Starbucks;"Mehmet Akif Ersoy; Anadolu Blv No:3; 06200 Yenimahalle/Ankara; Türkiye";'39.9672049;'32.77184380000000;"https://www.google.com/maps?q=39.9672049;32.77184380000001"
Starbucks;"Eti; ATG Hizli Tren Gari ve Yaşam Merkezi; Celal Bayar Blv. No:78; 06570 Cankaya/Ankara; Türkiye";'39.9337986;'32.8444145;"https://www.google.com/maps?q=39.9337986;32.8444145"
Starbucks;"Ümit; 2467. Sk. No: 1/B; 06810 Cankaya/Ankara; Türkiye";'39.90219949999990;'32.6928636;"https://www.google.com/maps?q=39.90219949999999;32.6928636"
Starbucks;"Üniversiteler; K:Giriş Bilkent Center; 06800 Cankaya/Ankara; Türkiye";'39.88353499999990;'32.7574466;"https://www.google.com/maps?q=39.88353499999999;32.7574466"
Starbucks;"Hasköy; Şht. Ömer Halisdemir Blv No:165 Vega Alişveriş Merkezi; 06135 Keçiören/Ankara; Türkiye";'39.9750083;'32.8842354;"https://www.google.com/maps?q=39.9750083;32.8842354"
Starbucks;"Büyükesat; Ugur Mumcu Cd. No:84; 06680 Cankaya/Ankara; Türkiye";'39.895221;'32.878625;"https://www.google.com/maps?q=39.895221;32.878625"
Starbucks;"Üniversiteler; Bilkent University; Bilkent 8. Cd. Güzel Sanatlar Fakültesi No:52; 06800 Cankaya/Ankara; Türkiye";'39.8668066;'32.7493523;"https://www.google.com/maps?q=39.8668066;32.7493523"
Starbucks;"Mutlukent; 2432. Cd. Galleria AVM No:97/B B Blok; 06800 Cankaya/Ankara; Türkiye";'39.8959397;'32.7042857;"https://www.google.com/maps?q=39.8959397;32.7042857"
Starbucks;"Mustafa Kemal; ODTÜ Bilişim; Dumlupinar Blv. No:280 K:Zemin; 06530 Cankaya/Ankara; Türkiye";'39.9084711;'32.75037630000000;"https://www.google.com/maps?q=39.9084711;32.75037630000001"
Starbucks;"Göksu Mah. 5352 Cad. F Apt. No:1F 30; 06820 Etimesgut/Ankara; Türkiye";'39.9899157;'32.6431258;"https://www.google.com/maps?q=39.9899157;32.6431258"
Starbucks;"Kardelen; Başkent Bulv Atlantis Alişveriş ve Eglence Merkezi No:224 K:2; 06370 Yenimahalle/Ankara; Türkiye";'39.9702125;'32.7154415;"https://www.google.com/maps?q=39.9702125;32.7154415"
Starbucks;"Prof. Dr. Ahmet Taner Kişlali; 3035. Cd. No:179 Cayyolu; 06810 Cankaya/Ankara; Türkiye";'39.8708229;'32.6874869;"https://www.google.com/maps?q=39.8708229;32.6874869"
Starbucks;"Altay Mah. Sögüt Cad. No: 8/DU; 06820 Etimesgut/Ankara; Türkiye";'39.9676921;'32.64001289999990;"https://www.google.com/maps?q=39.9676921;32.64001289999999"
Starbucks;"Sögütözü; Beştepe Mah; Dumlupinar Blv. Armada Alişveriş Merkezi No: 6 Kat: Zemin Daire: 41-62; 06520 Yenimahalle/Ankara; Türkiye";'39.9125928;'32.809376;"https://www.google.com/maps?q=39.9125928;32.809376"
Starbucks;"Cankaya Mah. Cankaya Cad; Atakule No:1B/28; 06690 Cankaya/Ankara; Türkiye";'39.886111;'32.856111;"https://www.google.com/maps?q=39.886111;32.856111"
Starbucks;"Akşemsettin Mah. Dogukent Cad. No:215 K:Zemin; Anatolium; 06480 Mamak/Ankara; Türkiye";'39.8888064;'32.9324097;"https://www.google.com/maps?q=39.8888064;32.9324097"
Starbucks;"Cayyolu; Angora Cad Beysupark Yaşam Merkezi No:209 K:1; 06810 Cankaya/Ankara; Türkiye";'39.87771619999990;'32.7063544;"https://www.google.com/maps?q=39.87771619999999;32.7063544"
Starbucks;"Cayyolu; 2693. Sk. No:5; 06810 Cankaya/Ankara; Türkiye";'39.8782738;'32.707615;"https://www.google.com/maps?q=39.8782738;32.707615"
Starbucks;"Oran; Turan Güneş Blv. Panora Shopping No:13 D:182K; 06450 Ankara/Cankaya/Ankara; Türkiye";'39.8480387;'32.831914;"https://www.google.com/maps?q=39.8480387;32.831914"
Starbucks;"Kizilcaşar; Kizilcaşar Mah. Yavuz Sultan Selim Cad; Küme evleri No:406/43; 06830 Gölbaşi/Ankara; Türkiye";'39.830345;'32.734615;"https://www.google.com/maps?q=39.830345;32.734615"
Starbucks;"Yildizevler; 714. Sk. No:6/B B Apt; 06550 Cankaya/Ankara; Türkiye";'39.8758155;'32.8621117;"https://www.google.com/maps?q=39.8758155;32.8621117"
Starbucks;"Eryaman; 271. Cd No: 3/29-30; 06824 Etimesgut/Ankara; Türkiye";'39.9785832;'32.6268393;"https://www.google.com/maps?q=39.9785832;32.6268393"
Starbucks;"Üniversiteler Mah; Galyum Blok Teknokent; Dumlupinar Blv. No:37 K:Zemin; 06800 Cankaya/Ankara; Türkiye";'39.9114423;'32.8119108;"https://www.google.com/maps?q=39.9114423;32.8119108"
Starbucks;"AVM; Koru Mah. Bangabandhu Şeyh Muciburrahman Blv; Mesa Plaza No:2; 06810 Cankaya/Ankara; Türkiye";'39.8938667;'32.6797008;"https://www.google.com/maps?q=39.8938667;32.6797008"
Starbucks;"Yeşilova; Eryaman Port; 4015. Cad No: 8/1 Daire: A17-A18; 06796 Etimesgut/Ankara; Türkiye";'39.96482109999990;'32.6073089;"https://www.google.com/maps?q=39.96482109999999;32.6073089"
Starbucks;"Gökçehüyük Mah. Ankara Nigde Yonu Gokcehoyuk Kumeevleri No: 1080A-1080AA Daire: 1-2; 06830 Gölbaşi/Ankara; Türkiye";'39.6779722;'32.7417599;"https://www.google.com/maps?q=39.6779722;32.7417599"
